roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-8948,female,group E,high school,1,0,78,87,96,100,361,A
std-8949,female,group E,associate's degree,1,0,96,76,69,68,309,B
std-8950,female,group C,some high school,1,1,64,69,85,75,293,B
std-8951,female,group D,high school,1,0,54,49,91,72,266,B
std-8952,female,group C,high school,1,0,60,61,85,59,265,B
std-8953,female,group C,some high school,1,0,55,39,58,61,213,C
std-8954,female,group C,high school,0,1,61,76,94,65,296,B
std-8955,female,group A,associate's degree,1,0,65,82,74,74,295,B
std-8956,female,group E,associate's degree,1,1,37,85,78,64,264,B
std-8957,female,group C,associate's degree,0,0,68,55,73,62,258,B
std-8958,female,group C,some college,1,0,100,100,68,60,328,A
std-8959,female,group E,associate's degree,1,1,62,57,88,37,244,C
std-8960,female,group D,some high school,0,0,88,57,86,75,306,B
std-8961,female,group D,master's degree,1,1,63,66,81,78,288,B
std-8962,female,group B,high school,1,0,60,81,84,79,304,B
std-8963,female,group D,some high school,1,1,63,34,80,99,276,B
std-8964,female,group E,bachelor's degree,1,1,60,36,75,86,257,B
std-8965,female,group D,some high school,0,1,100,74,100,55,329,A
std-8966,female,group A,bachelor's degree,1,0,67,100,66,76,309,B
std-8967,female,group C,some high school,0,1,58,66,86,84,294,B
std-8968,female,group D,bachelor's degree,1,0,65,96,84,69,314,B
std-8969,female,group D,some high school,1,0,65,44,75,48,232,C
std-8970,female,group E,some high school,1,0,37,72,58,71,238,C
std-8971,female,group C,high school,1,1,63,59,91,100,313,B
std-8972,female,group D,some college,1,1,57,78,65,88,288,B
std-8973,female,group D,master's degree,1,1,27,95,88,59,269,B
std-8974,female,group D,bachelor's degree,0,0,86,43,88,70,287,B
std-8975,female,group E,bachelor's degree,1,0,62,39,56,75,232,C
std-8976,female,group C,associate's degree,0,1,38,100,94,51,283,B
std-8977,female,group B,high school,1,0,88,28,71,82,269,B
std-8978,female,group C,associate's degree,1,0,62,93,70,87,312,B
std-8979,female,group A,some college,1,1,73,51,84,76,284,B
std-8980,female,group D,some high school,0,1,60,82,58,69,269,B
std-8981,female,group A,high school,1,0,68,64,75,94,301,B
std-8982,female,group D,some high school,1,1,78,60,96,55,289,B
std-8983,female,E,some college,0,0,40,100,66,60,266,B
std-8984,female,group A,high school,0,0,58,95,72,43,268,B
std-8985,female,group D,some high school,1,0,58,63,88,76,285,B
std-8986,female,group B,high school,0,0,78,26,77,85,266,B
std-8987,female,group D,some college,0,1,46,68,62,56,232,C
std-8988,female,group B,some college,0,0,100,44,89,61,294,B
std-8989,female,group E,bachelor's degree,0,1,44,83,95,83,305,B
std-8990,female,group A,some college,0,0,85,38,72,50,245,C
std-8991,female,group A,bachelor's degree,0,1,80,53,94,95,322,A
std-8992,female,group A,some college,1,1,76,75,87,100,338,A
std-8993,female,group D,some high school,0,0,67,57,93,40,257,B
std-8994,female,group E,some college,1,1,47,82,83,61,273,B
std-8995,female,group C,some high school,0,1,72,85,49,69,275,B
std-8996,female,group D,associate's degree,1,0,55,64,85,41,245,C
std-8997,female,group E,master's degree,1,1,90,72,75,82,319,B
std-8998,female,group D,some college,1,1,70,57,70,45,242,C
std-8999,female,group B,associate's degree,1,0,48,57,64,78,247,C
std-9000,female,group C,some high school,0,1,90,71,77,66,304,B
std-9001,female,group E,master's degree,1,0,59,41,48,99,247,C
std-9002,female,group C,some high school,1,0,76,82,75,54,287,B
std-9003,female,group D,some college,1,1,65,63,77,61,266,B
std-9004,female,group C,high school,1,1,57,65,93,85,300,B
std-9005,female,group C,bachelor's degree,1,1,76,32,95,93,296,B
std-9006,female,group B,some college,0,0,74,66,76,81,297,B
std-9007,female,group D,some high school,0,0,70,56,84,58,268,B
std-9008,female,group A,associate's degree,0,0,78,58,77,54,267,B
std-9009,female,group A,some college,1,1,49,79,88,34,250,B
std-9010,female,group E,some high school,0,0,92,67,61,87,307,B
std-9011,female,group E,high school,1,0,80,86,63,51,280,B
std-9012,female,group C,associate's degree,0,1,61,77,87,80,305,B
std-9013,female,group B,high school,1,1,58,89,48,66,261,B
std-9014,female,group A,some college,0,0,33,46,72,74,225,C
std-9015,female,group A,associate's degree,0,1,74,33,100,71,278,B
std-9016,female,group C,bachelor's degree,0,0,62,78,100,96,336,A
std-9017,female,group C,high school,0,0,59,66,26,60,211,C
std-9018,female,group C,master's degree,1,0,28,33,84,23,168,D
std-9019,female,group D,high school,1,1,64,70,69,71,274,B
std-9020,female,group B,some high school,1,0,70,71,87,94,322,A
std-9021,female,group C,associate's degree,0,0,61,68,74,77,280,B
std-9022,female,group D,associate's degree,1,0,52,52,75,70,249,C
std-9023,female,group B,bachelor's degree,1,0,65,74,64,73,276,B
std-9024,female,group A,high school,1,0,47,74,100,64,285,B
std-9025,female,group E,some high school,1,0,73,65,81,55,274,B
std-9026,female,group E,some college,1,0,27,39,82,91,239,C
std-9027,female,group B,some college,1,0,50,86,46,83,265,B
std-9028,female,group A,master's degree,0,1,60,73,54,93,280,B
std-9029,female,group E,some college,1,0,89,71,88,52,300,B
std-9030,female,group A,master's degree,1,1,59,58,61,85,263,B
std-9031,female,group C,some high school,1,1,44,45,72,61,222,C
std-9032,female,group C,high school,1,1,74,79,91,87,331,A
std-9033,female,group B,bachelor's degree,1,1,77,76,88,58,299,B
std-9034,female,group B,some college,1,1,100,79,73,69,321,A
std-9035,female,group C,high school,0,1,57,59,81,65,262,B
std-9036,female,group D,bachelor's degree,1,1,98,78,65,94,335,A
std-9037,female,group E,some college,1,1,53,70,81,78,282,B
std-9038,female,group D,bachelor's degree,1,0,46,83,92,89,310,B
std-9039,female,group D,bachelor's degree,0,0,73,66,61,67,267,B
std-9040,female,group A,high school,0,1,72,92,84,78,326,A
std-9041,female,group B,high school,1,0,50,100,69,79,298,B
std-9042,female,group C,high school,0,1,34,80,72,40,226,C
std-9043,female,group B,some college,1,0,82,32,40,59,213,C
std-9044,female,group C,some high school,1,0,41,45,98,99,283,B
std-9045,female,group C,master's degree,0,0,86,53,87,51,277,B
std-9046,female,group D,some college,1,1,82,70,90,67,309,B
std-9047,female,group C,some college,1,1,74,56,96,64,290,B
std-9048,female,group B,high school,1,0,83,87,30,78,278,B
std-9049,female,group A,some college,1,1,84,75,51,69,279,B
std-9050,female,group D,some high school,0,1,64,100,77,78,319,B
std-9051,female,group C,some college,0,0,41,73,36,58,208,C
std-9052,female,group A,bachelor's degree,0,1,49,70,91,44,254,B
std-9053,female,group C,some college,1,0,81,91,78,37,287,B
std-9054,female,group E,some college,1,0,76,23,77,54,230,C
std-9055,female,group B,bachelor's degree,1,0,95,99,100,60,354,A
std-9056,female,group C,high school,0,0,94,62,47,54,257,B
std-9057,female,group D,associate's degree,1,0,90,97,69,60,316,B
std-9058,female,group D,some college,1,0,35,62,100,98,295,B
std-9059,female,group D,some high school,1,0,74,93,73,56,296,B
std-9060,female,group C,bachelor's degree,1,1,95,73,72,52,292,B
std-9061,female,group D,master's degree,1,1,60,78,79,58,275,B
std-9062,female,group D,bachelor's degree,1,0,28,56,97,43,224,C
std-9063,,group D,some college,0,0,84,72,63,34,253,B
std-9064,female,,some high school,0,0,79,98,81,90,348,A
std-9065,female,group D,high school,1,0,76,77,59,79,291,B
std-9066,female,group E,some high school,,,27,49,77,68,221,C
std-9067,female,group A,master's degree,0,,75,78,64,61,278,B
std-9068,female,group C,some college,0,1,,58,51,57,216,C
std-9069,female,group D,some high school,1,0,77,,56,59,269,B
std-9070,female,group E,high school,1,1,78,82,,90,296,B
std-9071,female,group D,associate's degree,1,0,79,30,73,,263,B
std-9072,female,group D,high school,1,0,64,66,82,73,,
std-9073,female,group C,associate's degree,0,0,94,45,78,59,276,B
std-9074,female,group B,high school,1,0,87,70,78,90,325,A
std-9075,female,group B,associate's degree,1,0,70,69,73,42,254,B
std-9076,female,group E,high school,1,1,32,87,43,91,253,B
std-9077,female,group D,associate's degree,1,0,51,89,87,58,285,B
std-9078,female,group D,some college,1,0,58,33,68,40,199,D
std-9079,female,group C,associate's degree,1,1,65,96,68,83,312,B
std-9080,female,group B,some high school,1,1,35,67,61,96,259,B
std-9081,female,group C,some college,1,0,83,82,87,79,331,A
std-9082,female,group C,some college,1,0,77,64,82,81,304,B
std-9083,female,group D,some college,1,0,88,56,97,63,304,B
std-9084,female,group B,associate's degree,1,0,63,69,84,31,247,C
std-9085,female,group E,some high school,0,1,60,64,88,78,290,B
std-9086,female,group C,some high school,1,1,39,23,76,80,218,C
std-9087,female,group D,associate's degree,1,1,38,100,78,63,279,B
std-9088,female,group C,high school,1,1,73,56,95,65,289,B
std-9089,female,group B,some high school,0,0,71,35,47,67,220,C
std-9090,female,group E,some college,1,1,81,43,59,75,258,B
std-9091,female,group C,associate's degree,1,0,63,65,74,80,282,B
std-9092,female,group A,some college,1,0,34,82,65,70,251,B
std-9093,female,group E,bachelor's degree,1,1,55,93,55,58,261,B
std-9094,female,group D,some high school,0,0,80,39,74,43,236,C
std-9095,female,group D,bachelor's degree,1,0,43,28,68,55,194,D
std-9096,female,group B,associate's degree,1,1,29,74,100,98,301,B
std-9097,female,group D,some college,1,1,52,54,87,37,230,C
std-9098,female,group E,high school,1,0,74,88,79,69,310,B
std-9099,female,group C,bachelor's degree,0,0,72,41,38,87,238,C
std-9100,female,group A,associate's degree,0,1,55,52,72,75,254,B
std-9101,female,group D,some high school,1,0,92,92,79,55,318,B
std-9102,female,group C,some high school,0,0,56,68,88,73,285,B
std-9103,female,group D,some college,1,1,58,62,100,73,293,B
std-9104,female,group C,some high school,1,1,69,76,93,74,312,B
std-9105,female,group B,some college,0,0,55,74,100,73,302,B
std-9106,female,group D,some high school,0,0,62,100,46,71,279,B
std-9107,female,group A,some college,1,0,33,58,74,62,227,C
std-9108,female,group A,some college,1,0,64,87,100,42,293,B
std-9109,female,group E,some high school,0,0,57,100,93,57,307,B
std-9110,female,group C,some high school,0,0,93,97,69,78,337,A
std-9111,female,group C,bachelor's degree,1,0,74,62,93,92,321,A
std-9112,female,group D,associate's degree,0,0,90,70,100,66,326,A
std-9113,female,group D,some college,1,0,72,49,80,84,285,B
std-9114,female,group D,some college,0,1,76,72,76,83,307,B
std-9115,female,group B,associate's degree,1,1,84,90,95,67,336,A
std-9116,female,group C,some high school,0,0,73,59,100,79,311,B
std-9117,female,group C,associate's degree,1,0,55,67,75,48,245,C
std-9118,female,group C,some high school,0,0,49,68,37,86,240,C
std-9119,female,group C,some college,1,0,60,95,60,80,295,B
std-9120,female,group A,some college,1,0,66,80,88,85,319,B
std-9121,female,group B,master's degree,0,1,68,83,80,31,262,B
std-9122,female,group B,master's degree,0,1,55,44,57,75,231,C
std-9123,female,group D,some high school,1,0,56,35,85,44,220,C
std-9124,female,group D,bachelor's degree,1,0,73,69,69,69,280,B
std-9125,female,group C,some college,1,1,79,54,70,72,275,B
std-9126,female,group D,some high school,1,0,38,100,84,100,322,A
std-9127,female,group B,high school,1,0,77,99,86,86,348,A
std-9128,female,group C,some college,1,0,27,54,81,63,225,C
std-9129,female,group B,some high school,1,1,65,58,95,100,318,B
std-9130,female,group E,bachelor's degree,1,0,79,68,58,42,247,C
std-9131,female,group B,associate's degree,1,1,50,82,100,51,283,B
std-9132,female,group D,high school,0,1,59,70,60,66,255,B
std-9133,female,group B,bachelor's degree,1,1,33,93,71,63,260,B
std-9134,female,group D,bachelor's degree,1,1,66,52,77,66,261,B
std-9135,female,group D,some college,1,0,79,73,100,79,331,A
std-9136,female,group D,high school,0,1,55,77,100,23,255,B
std-9137,female,group D,high school,1,0,65,54,77,100,296,B
std-9138,female,group C,high school,1,0,76,89,76,60,301,B
std-9139,female,group C,high school,1,1,85,46,52,90,273,B
std-9140,female,group B,some college,1,1,27,78,80,45,230,C
std-9141,female,group C,associate's degree,0,0,81,51,99,31,262,B
std-9142,female,group C,some college,0,0,70,97,69,59,295,B
std-9143,female,group C,some high school,1,1,76,61,74,84,295,B
std-9144,female,group E,bachelor's degree,0,0,67,78,77,77,299,B
std-9145,female,group B,associate's degree,0,0,77,79,95,80,331,A
std-9146,female,group C,some college,1,0,48,79,54,68,249,C
std-9147,female,group D,high school,0,1,74,84,100,71,329,A
std-9148,female,group A,some high school,1,0,61,100,69,60,290,B
std-9149,female,group D,associate's degree,1,0,47,45,100,95,287,B
std-9150,female,group D,some college,0,0,56,83,68,100,307,B
std-9151,female,group B,some college,1,0,99,58,88,56,301,B
std-9152,female,group D,bachelor's degree,1,0,53,67,59,90,269,B
std-9153,female,group C,some high school,0,0,75,73,78,76,302,B
std-9154,female,group B,bachelor's degree,1,1,59,23,82,46,210,C
std-9155,female,group B,associate's degree,1,0,76,31,91,72,270,B
std-9156,female,group D,some college,1,0,64,76,100,100,340,A
std-9157,female,group D,master's degree,1,0,45,60,73,55,233,C
std-9158,female,group B,bachelor's degree,0,1,70,68,78,61,277,B
std-9159,female,group B,bachelor's degree,1,1,52,59,84,78,273,B
std-9160,female,group C,high school,0,1,87,55,50,53,245,C
std-9161,female,group C,some high school,1,0,76,81,95,79,331,A
std-9162,female,group D,some college,1,1,59,91,65,43,258,B
std-9163,female,group C,bachelor's degree,1,1,49,77,93,91,310,B
std-9164,female,group B,high school,0,1,83,80,78,45,286,B
std-9165,female,group B,some college,1,0,90,61,87,,283,B
std-9166,female,group C,some college,0,0,57,60,,61,274,B
std-9167,female,group A,associate's degree,0,0,54,,59,47,220,C
std-9168,female,group D,bachelor's degree,1,0,,68,63,57,288,B
std-9169,female,group A,some high school,,0,91,64,95,57,307,B
std-9170,female,group C,high school,1,1,57,100,93,66,316,B
std-9171,female,group C,,1,1,79,71,53,57,260,B
std-9172,female,,bachelor's degree,1,0,31,77,99,78,285,B
std-9173,,group C,associate's degree,1,0,62,78,92,86,318,B
std-9174,female,group E,high school,1,1,79,95,85,64,323,A
std-9175,female,group D,associate's degree,1,0,95,81,70,81,327,A
std-9176,female,group A,some college,0,0,39,75,99,77,290,B
std-9177,female,group D,some college,0,1,51,50,100,89,290,B
std-9178,female,group C,bachelor's degree,0,1,87,63,82,88,320,A
std-9179,female,group C,associate's degree,0,0,59,70,82,81,292,B
std-9180,female,group C,some high school,1,0,49,100,84,55,288,B
std-9181,female,group D,bachelor's degree,1,0,72,62,83,55,272,B
std-9182,female,group B,bachelor's degree,1,0,100,95,96,86,377,A
std-9183,female,group D,associate's degree,0,0,67,77,74,68,286,B
std-9184,female,group E,high school,0,1,48,100,77,89,314,B
std-9185,female,group C,some college,1,0,59,70,62,44,235,C
std-9186,female,group A,master's degree,0,0,93,50,81,69,293,B
std-9187,female,group A,bachelor's degree,1,1,61,90,100,39,290,B
std-9188,female,group C,associate's degree,1,1,65,24,63,50,202,C
std-9189,female,group B,associate's degree,1,0,57,62,97,51,267,B
std-9190,female,group A,high school,1,1,90,37,62,81,270,B
std-9191,female,group C,some high school,1,0,58,72,95,100,325,A
std-9192,female,group D,some college,0,0,70,79,78,65,292,B
std-9193,female,group B,some college,1,1,49,91,100,75,315,B
std-9194,female,group A,master's degree,1,0,29,35,86,61,211,C
std-9195,female,group E,some college,1,0,75,64,41,88,268,B
std-9196,female,group C,high school,0,0,31,72,68,46,217,C
std-9197,female,group C,associate's degree,1,0,27,100,76,71,274,B
std-9198,female,group C,some high school,1,1,74,80,74,67,295,B
std-9199,female,group C,some college,1,0,64,100,86,66,316,B
std-9200,female,group D,master's degree,0,0,52,82,95,54,283,B
std-9201,female,group C,associate's degree,1,0,70,23,100,39,232,C
std-9202,female,group A,associate's degree,1,1,37,34,78,76,225,C
std-9203,female,group A,associate's degree,1,1,51,100,74,56,281,B
std-9204,female,group C,high school,1,0,50,80,94,83,307,B
std-9205,female,group C,associate's degree,1,1,69,63,57,80,269,B
std-9206,female,group D,master's degree,0,0,44,71,56,77,248,C
std-9207,female,group C,associate's degree,1,1,55,87,86,83,311,B
std-9208,female,group C,bachelor's degree,1,1,71,47,93,100,311,B
std-9209,female,group A,associate's degree,1,1,72,94,87,83,336,A
